Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,pressure,humidity,wind_speed,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation
8,0.0,0.0,0.193,Medium,26.06,1017,62,1.31,0,7,346.0,274.0,72.0,679.9,533.3
9,0.0,0.0,0.223,High,21.18,1017,62,1.16,0,7,531.0,447.0,84.0,781.4,757.0
10,0.789,0.0,0.935,None,28.11,1017,63,0.89,0,7,697.0,604.0,93.0,839.7,951.8
11,0.25,0.0,0.805,Medium,30.04,1016,60,0.94,0,7,829.0,730.0,99.0,874.7,1104.4
12,0.0,0.0,0.388,Very High,31.31,1016,58,1.64,0,7,916.0,816.0,100.0,896.6,1204.3
13,0.0,0.0,0.318,Very High,24.15,1016,57,2.65,2,7,951.0,856.0,95.0,909.9,1244.8
14,0.0,0.0,0.375,Very High,22.06,1015,60,3.44,0,7,928.0,833.0,95.0,901.2,1223.1
15,0.0,0.0,0.332,Very High,21.21,1015,60,3.72,0,7,853.0,758.0,95.0,879.4,1140.6
16,0.0,0.0,0.342,High,21.61,1015,62,3.58,0,7,738.0,652.0,86.0,860.2,1003.0
17,0.025,0.0,0.461,Medium,20.78,1015,65,3.75,3,7,577.0,492.0,85.0,794.3,819.6
18,0.216,0.0,0.306,None,27.33,1015,50,3.63,2,7,396.0,320.0,76.0,702.3,603.0
19,0.406,0.0,0.073,None,25.19,1015,55,2.55,0,7,212.0,153.0,59.0,550.5,367.8
20,0.374,0.0,0.018,None,23.27,1015,60,1.8,1,7,56.0,31.0,25.0,239.0,130.1
21,0.353,0.0,0.0,None,20.47,1015,66,1.76,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.56,0.0,None,18.82,1017,76,1.39,19,2,0.0,0.0,0.0,0.0,0.0
23,0.0,0.393,0.0,None,17.28,1017,83,1.53,22,2,0.0,0.0,0.0,0.0,0.0
0,0.0,0.439,0.0,None,16.75,1016,87,1.44,47,3,0.0,0.0,0.0,0.0,0.0
1,0.0,0.331,0.0,None,16.22,1016,88,1.2,67,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.398,0.0,None,15.7,1015,90,0.79,76,4,0.0,0.0,0.0,0.0,0.0
3,0.0,0.31,0.0,None,15.7,1014,91,0.82,72,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.231,0.0,None,15.15,1014,91,0.69,77,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.188,0.0,None,15.15,1014,92,0.95,68,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.155,0.001,None,15.7,1015,92,1.44,92,6,24.0,10.0,14.0,98.0,76.4
7,0.0,0.095,0.059,None,17.85,1015,90,1.42,87,6,148.0,89.0,59.0,401.5,293.4
8,0.038,0.0,0.147,Low,19.23,1015,87,1.38,58,4,302.0,183.0,119.0,456.0,531.0
9,0.078,0.0,0.182,High,22.32,1015,81,1.64,64,4,474.0,306.0,168.0,536.3,755.1
10,0.0,0.0,0.434,High,24.11,1015,75,1.22,96,6,629.0,419.0,210.0,583.6,950.1
11,0.0,0.0,0.227,Very High,25.66,1015,71,2.06,95,6,795.0,638.0,157.0,765.5,1103.0
12,0.0,0.0,0.18,Very High,26.87,1015,68,2.93,96,6,895.0,775.0,120.0,852.4,1203.1
13,0.0,0.0,0.182,Very High,27.81,1014,65,3.43,96,6,749.0,342.0,407.0,363.9,1243.8
14,0.0,0.0,0.185,High,21.78,1014,64,3.51,10,7,862.0,626.0,236.0,677.8,1222.2
15,0.0,0.0,0.233,Very High,21.6,1014,65,3.57,7,7,787.0,584.0,203.0,678.0,1139.8
16,0.0,0.0,0.183,High,23.1,1014,63,3.25,4,7,693.0,535.0,158.0,706.4,1002.2
17,0.0,0.0,0.229,High,22.12,1013,65,3.14,34,3,538.0,394.0,144.0,636.8,818.7
18,0.493,0.0,0.245,Medium,29.46,1013,59,2.29,50,3,363.0,237.0,126.0,521.1,601.9
19,1.166,0.0,0.095,None,27.87,1013,63,2.99,74,4,207.0,141.0,66.0,509.2,366.5
20,0.654,0.0,0.04,None,28.14,1013,67,3.29,55,4,50.0,20.0,30.0,154.8,128.5
21,0.389,0.0,0.0,None,26.49,1013,71,3.19,55,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.427,0.0,None,25.09,1013,73,2.65,89,6,0.0,0.0,0.0,0.0,0.0
23,0.0,0.404,0.0,None,26.13,1013,69,2.72,94,6,0.0,0.0,0.0,0.0,0.0
0,0.0,0.389,0.0,None,25.12,1013,71,2.73,85,6,0.0,0.0,0.0,0.0,0.0
1,0.0,0.358,0.0,None,17.94,1012,78,2.91,12,2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.335,0.0,None,18.85,1012,77,3.15,2,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.179,0.0,None,19.07,1013,75,3.33,11,2,0.0,0.0,0.0,0.0,0.0
4,0.0,0.175,0.0,None,20.11,1013,70,3.75,55,4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.164,0.0,None,23.32,1013,63,3.78,78,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.138,0.025,None,24.25,1013,57,3.79,91,6,25.0,12.0,13.0,118.8,75.1
7,0.0,0.078,0.157,Low,27.6,1014,55,3.86,89,6,159.0,108.0,51.0,491.4,290.8
8,0.0,0.0,0.189,Medium,32.24,1014,34,3.42,36,3,341.0,273.0,68.0,683.2,528.8
9,0.0,0.0,0.177,Medium,33.03,1015,34,3.28,15,2,523.0,439.0,84.0,771.5,753.1
10,0.0,0.0,0.26,High,35.7,1015,38,3.16,50,3,689.0,595.0,94.0,830.2,948.4
11,0.0,0.0,0.238,Very High,35.08,1015,36,2.86,33,3,820.0,722.0,98.0,867.4,1101.5
12,0.0,0.0,0.192,Very High,34.34,1015,34,2.65,36,3,906.0,802.0,104.0,883.0,1201.9
13,0.0,0.0,0.19,Very High,39.26,1015,25,1.25,0,7,952.0,852.0,100.0,907.3,1242.8
14,0.0,0.0,0.19,Very High,39.69,1015,22,1.79,3,7,867.0,724.0,143.0,784.5,1221.3
15,0.0,0.0,0.186,High,40.85,1015,22,3.48,51,4,708.0,549.0,159.0,637.9,1138.9
16,0.0,0.0,0.257,High,39.84,1015,24,3.46,92,6,664.0,526.0,138.0,695.2,1001.3
17,0.0,0.0,0.195,Medium,39.41,1015,20,3.48,100,6,551.0,422.0,129.0,683.0,817.7
18,0.045,0.0,0.28,Low,38.34,1016,24,2.02,99,6,365.0,252.0,113.0,555.2,600.7
19,0.855,0.0,0.118,None,33.67,1016,47,2.06,99,6,150.0,29.0,121.0,105.1,365.0
20,0.414,0.0,0.022,None,33.66,1015,41,2.11,96,6,51.0,19.0,32.0,147.7,126.8
21,0.493,0.0,0.0,None,29.05,1016,52,2.42,99,6,0.0,0.0,0.0,0.0,0.0
22,0.0,0.474,0.0,None,27.88,1016,44,2.78,84,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.359,0.0,None,28.27,1016,45,2.63,51,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.415,0.0,None,30.08,1016,50,2.63,67,4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.398,0.0,None,29.65,1016,53,2.77,51,4,0.0,0.0,0.0,0.0,0.0
2,0.0,0.436,0.0,None,27.6,1016,56,2.8,5,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.413,0.0,None,27.17,1016,56,2.94,10,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.292,0.0,None,25.11,1016,59,2.73,9,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.319,0.0,None,23.67,1016,58,2.5,86,6,0.0,0.0,0.0,0.0,0.0
6,0.0,0.23,0.01,None,24.14,1016,60,2.77,99,6,23.0,8.0,15.0,80.0,73.8
7,0.0,0.145,0.124,None,25.97,1016,61,2.61,66,4,125.0,41.0,84.0,188.2,288.3
8,0.047,0.0,0.21,Medium,32.72,1017,34,1.82,29,3,325.0,236.0,89.0,593.3,526.5
9,0.0,0.0,0.184,High,34.98,1018,39,2.22,17,2,515.0,424.0,91.0,747.2,751.0
10,0.0,0.0,0.173,High,35.11,1019,36,2.24,20,2,642.0,471.0,171.0,658.5,946.7
11,0.25,0.0,0.619,Medium,33.91,1019,40,2.63,51,4,774.0,593.0,181.0,713.4,1100.1
12,0.147,0.0,0.502,High,36.26,1019,34,2.68,88,6,594.0,263.0,331.0,289.9,1200.7
13,0.0,0.0,0.421,High,36.82,1018,26,1.03,100,6,907.0,724.0,183.0,771.7,1241.7
14,0.0,0.0,0.318,High,37.8,1017,30,1.72,100,6,837.0,576.0,261.0,624.7,1220.3
15,0.0,0.0,0.21,High,38.06,1017,30,1.95,99,6,703.0,368.0,335.0,428.0,1138.0
16,0.0,0.0,0.225,High,38.47,1017,30,2.45,97,6,680.0,500.0,180.0,661.6,1000.3
17,0.053,0.0,0.279,Medium,28.03,1017,34,3.22,64,4,423.0,172.0,251.0,278.8,816.6
18,0.082,0.0,0.218,None,30.18,1016,38,1.91,93,6,396.0,322.0,74.0,711.0,599.4
19,1.676,0.0,0.114,None,29.0,1016,42,1.58,96,6,199.0,127.0,72.0,462.4,363.5
20,0.712,0.0,0.015,None,32.24,1016,41,2.07,86,6,52.0,22.0,30.0,171.9,125.0
21,0.677,0.0,0.0,None,31.22,1016,45,2.58,56,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.398,0.0,None,28.36,1016,48,3.04,89,6,0.0,0.0,0.0,0.0,0.0
23,0.0,0.426,0.0,None,29.31,1016,39,3.58,66,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.363,0.0,None,30.08,1016,36,3.82,16,2,0.0,0.0,0.0,0.0,0.0
1,0.0,0.356,0.0,None,30.08,1015,33,4.13,9,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.334,0.0,None,29.74,1015,34,4.48,9,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.332,0.0,None,26.93,1015,38,3.02,61,4,0.0,0.0,0.0,0.0,0.0
4,0.0,0.338,0.0,None,27.69,1015,42,1.75,41,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.327,0.0,None,26.74,1015,52,2.13,56,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.523,0.011,None,26.23,1015,59,2.17,86,6,18.0,6.0,12.0,60.6,72.4
7,0.0,0.225,0.089,None,31.1,1016,40,2.14,96,6,148.0,92.0,56.0,426.3,285.6
8,0.087,0.0,0.218,Medium,30.68,1015,46,2.35,97,6,292.0,192.0,100.0,484.9,524.1
9,0.0,0.0,0.27,Medium,34.01,1016,33,2.44,72,4,450.0,322.0,128.0,569.0,749.0
10,0.016,0.0,0.482,Medium,34.35,1016,45,2.34,70,4,682.0,588.0,94.0,823.6,944.9
11,0.0,0.0,0.284,High,32.87,1016,43,3.76,90,6,699.0,509.0,190.0,613.3,1098.5
12,0.0,0.0,0.354,High,30.11,1017,43,5.13,100,6,737.0,504.0,233.0,556.2,1199.4
13,0.0,0.0,0.286,High,35.61,1017,44,4.24,100,6,933.0,829.0,104.0,884.5,1240.6
14,0.0,0.0,0.276,Very High,33.52,1016,46,3.03,100,6,889.0,728.0,161.0,790.3,1219.3
15,0.0,0.0,0.333,High,32.11,1016,46,2.58,100,6,861.0,764.0,97.0,889.4,1137.0
16,0.0,0.0,0.272,High,36.56,1016,29,3.1,100,6,505.0,229.0,276.0,303.3,999.2
17,0.0,0.0,0.274,Medium,36.16,1015,24,3.27,99,6,381.0,136.0,245.0,220.8,815.4
18,0.075,0.0,0.205,Medium,22.26,1015,44,2.58,98,6,192.0,53.0,139.0,117.3,598.0
19,0.276,0.0,0.087,None,24.65,1014,50,2.75,94,6,99.0,9.0,90.0,32.9,361.9
20,0.326,0.0,0.014,None,24.26,1013,63,3.28,76,4,17.0,0.0,17.0,0.0,123.1
21,0.326,0.0,0.0,None,22.68,1013,69,2.82,68,4,0.0,0.0,0.0,0.0,0.0
22,0.0,0.35,0.0,None,26.43,1014,58,0.84,74,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.337,0.0,None,26.39,1014,58,1.26,69,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.264,0.0,None,24.88,1014,62,0.7,67,4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.302,0.0,None,24.03,1013,67,1.65,13,2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.316,0.0,None,22.9,1011,71,2.32,1,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.31,0.0,None,23.65,1012,64,2.07,0,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.265,0.0,None,24.71,1012,61,1.32,0,7,0.0,0.0,0.0,0.0,0.0
5,0.0,0.29,0.0,None,22.83,1012,72,0.61,5,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.284,0.006,None,22.83,1013,68,0.29,21,2,22.0,10.0,12.0,102.2,71.0
7,0.0,0.2,0.116,None,23.96,1013,69,1.29,24,2,145.0,93.0,52.0,435.1,282.9
8,0.06,0.0,0.293,Medium,21.9,1013,69,1.29,5,7,324.0,250.0,74.0,634.3,521.7
9,0.0,0.0,0.209,High,23.86,1014,68,1.54,35,3,507.0,416.0,91.0,737.3,746.9
10,0.0,0.0,0.23,High,28.8,1014,62,1.55,40,3,676.0,580.0,96.0,814.1,943.1
11,0.0,0.0,0.194,Very High,29.83,1014,60,2.02,57,4,751.0,535.0,216.0,645.6,1097.0
12,0.0,0.0,0.216,Very High,30.62,1014,57,2.71,62,4,803.0,528.0,275.0,583.4,1198.1
13,0.0,0.0,0.203,Very High,31.48,1014,55,3.12,19,2,854.0,583.0,271.0,622.6,1239.5
14,0.0,0.0,0.182,Very High,32.64,1013,53,3.06,60,4,745.0,389.0,356.0,422.7,1218.3
15,0.0,0.0,0.187,High,31.56,1013,54,3.1,85,6,797.0,561.0,236.0,653.7,1136.0
16,0.0,0.0,0.295,High,31.25,1013,45,3.07,79,4,661.0,450.0,211.0,596.8,998.1
17,0.0,0.0,0.277,Medium,31.3,1013,44,3.12,71,4,525.0,361.0,164.0,587.0,814.1
18,0.965,0.0,0.244,Low,30.15,1013,48,2.91,66,4,380.0,289.0,91.0,641.3,596.5
19,0.831,0.0,0.062,None,27.51,1013,58,2.46,28,3,205.0,147.0,58.0,540.3,360.1
20,0.407,0.0,0.013,None,25.92,1014,63,1.7,2,7,52.0,29.0,23.0,229.1,121.0
21,0.327,0.0,0.0,None,24.8,1014,65,1.5,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.3,0.0,None,20.5,1014,76,0.49,7,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.36,0.0,None,19.69,1014,79,0.86,32,3,0.0,0.0,0.0,0.0,0.0
0,0.0,0.352,0.0,None,22.64,1015,72,1.17,11,2,0.0,0.0,0.0,0.0,0.0
1,0.0,0.342,0.0,None,22.62,1015,72,1.18,3,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.347,0.0,None,21.53,1015,77,0.67,20,2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.335,0.0,None,21.13,1014,82,0.59,32,3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.351,0.0,None,20.05,1014,83,0.84,35,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.167,0.0,None,19.51,1014,88,0.93,73,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.173,0.007,None,19.48,1014,88,0.89,91,6,18.0,6.0,12.0,62.0,69.6
7,0.0,0.123,0.069,None,20.68,1015,83,0.66,34,3,126.0,59.0,67.0,278.8,280.2
8,0.008,0.0,0.181,Medium,21.93,1015,85,1.11,17,2,291.0,180.0,111.0,458.9,519.2
9,0.0,0.0,0.206,High,23.74,1015,80,1.29,6,7,475.0,327.0,148.0,581.3,744.7
10,0.0,0.0,0.299,High,26.24,1016,73,1.28,40,3,637.0,457.0,180.0,642.7,941.3
11,0.0,0.0,0.43,High,27.95,1016,66,1.61,46,3,732.0,476.0,256.0,575.2,1095.4
12,0.081,0.0,0.535,High,30.08,1016,61,2.14,47,3,833.0,602.0,231.0,665.9,1196.7
13,0.0,0.0,0.282,Very High,30.43,1015,59,2.33,49,3,932.0,823.0,109.0,879.9,1238.3
14,0.0,0.0,0.286,Very High,33.08,1015,45,2.6,47,3,902.0,774.0,128.0,841.9,1217.2
15,0.0,0.0,0.263,Very High,33.1,1015,36,3.24,47,3,841.0,738.0,103.0,860.9,1134.8
16,0.0,0.0,0.294,High,31.01,1015,42,3.63,54,4,728.0,634.0,94.0,841.9,996.9
17,0.0,0.0,0.252,Medium,29.38,1014,47,3.37,43,3,562.0,470.0,92.0,765.5,812.8
18,0.017,0.0,0.271,Low,29.16,1014,47,2.78,44,3,388.0,312.0,76.0,694.3,595.0
19,0.868,0.0,0.127,None,29.11,1014,47,2.21,62,4,197.0,135.0,62.0,498.8,358.3
20,0.655,0.0,0.039,None,27.48,1014,49,1.85,60,4,50.0,27.0,23.0,214.6,118.9
21,0.45,0.0,0.0,None,18.33,1014,76,1.66,11,2,0.0,0.0,0.0,0.0,0.0
22,0.0,0.589,0.0,None,26.73,1015,53,1.11,20,2,0.0,0.0,0.0,0.0,0.0
23,0.0,0.58,0.0,None,25.63,1014,57,1.07,9,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.314,0.0,None,19.47,1014,78,1.89,4,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.301,0.0,None,19.2,1014,85,1.56,1,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.298,0.0,None,19.0,1014,84,0.99,8,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.34,0.0,None,23.61,1014,62,1.08,33,3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.276,0.0,None,23.25,1014,65,1.19,38,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.27,0.0,None,22.71,1014,67,0.98,1,7,0.0,0.0,0.0,0.0,0.0
6,0.0,0.155,0.009,None,22.7,1014,70,0.5,6,7,18.0,6.0,12.0,62.7,68.2
7,0.0,0.085,0.121,None,22.34,1015,76,0.7,9,7,139.0,80.0,59.0,381.8,277.4
8,0.008,0.0,0.266,Medium,23.39,1015,80,1.05,6,7,315.0,233.0,82.0,596.9,516.8
9,0.013,0.0,0.401,Medium,25.54,1015,73,1.12,5,7,503.0,408.0,95.0,727.4,742.6
10,0.236,0.0,0.652,Medium,27.43,1016,71,1.93,61,4,663.0,544.0,119.0,766.7,939.4
11,0.437,0.0,1.057,None,29.02,1016,66,1.78,47,3,795.0,654.0,141.0,791.6,1093.8
12,0.548,0.0,1.141,None,32.32,1016,46,2.38,32,3,899.0,784.0,115.0,868.4,1195.4
13,0.184,0.0,1.131,Medium,30.18,1015,59,2.98,27,3,938.0,843.0,95.0,902.3,1237.0
14,0.0,0.0,0.713,High,32.12,1015,43,3.25,2,7,922.0,834.0,88.0,908.1,1216.0
15,0.009,0.0,0.715,High,31.58,1015,44,3.42,2,7,843.0,742.0,101.0,866.6,1133.7
16,0.0,0.0,0.366,High,31.32,1015,43,3.32,8,7,726.0,619.0,107.0,823.2,995.6
17,0.078,0.0,0.475,Medium,30.74,1015,43,4.35,15,2,556.0,461.0,95.0,752.3,811.3
18,0.246,0.0,0.23,None,29.62,1015,48,4.99,16,2,379.0,296.0,83.0,660.6,593.3
19,0.472,0.0,0.054,None,26.93,1015,56,3.0,28,3,198.0,139.0,59.0,516.5,356.3
20,0.591,0.0,0.012,None,24.84,1016,59,1.17,27,3,48.0,25.0,23.0,200.0,116.6
21,0.529,0.0,0.0,None,20.58,1016,74,1.0,46,3,0.0,0.0,0.0,0.0,0.0
22,0.0,0.34,0.0,None,20.18,1016,77,0.58,51,4,0.0,0.0,0.0,0.0,0.0
23,0.0,0.253,0.0,None,19.22,1016,79,1.08,39,3,0.0,0.0,0.0,0.0,0.0
0,0.0,0.266,0.0,None,19.02,1016,81,1.28,33,3,0.0,0.0,0.0,0.0,0.0
1,0.0,0.229,0.0,None,20.5,1016,82,1.77,39,3,0.0,0.0,0.0,0.0,0.0
2,0.0,0.209,0.0,None,20.02,1016,83,1.41,31,3,0.0,0.0,0.0,0.0,0.0
3,0.0,0.202,0.0,None,19.0,1016,86,0.49,38,3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.171,0.0,None,19.0,1015,88,0.38,35,3,0.0,0.0,0.0,0.0,0.0
5,0.0,0.266,0.0,None,18.43,1016,90,1.07,24,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.181,0.0,None,17.9,1016,91,1.75,14,2,17.0,6.0,11.0,63.4,66.8
7,0.0,0.259,0.062,None,18.55,1017,90,1.21,42,3,138.0,80.0,58.0,385.8,274.6
8,0.037,0.0,0.216,Medium,19.6,1016,88,1.73,45,3,312.0,222.0,90.0,571.6,514.3
9,0.007,0.0,0.183,Medium,21.24,1016,78,2.67,65,4,497.0,386.0,111.0,690.3,740.4
10,0.0,0.0,0.185,High,21.9,1017,70,4.14,41,3,667.0,556.0,111.0,785.3,937.5
11,0.0,0.0,0.774,High,24.98,1017,66,4.08,4,7,818.0,721.0,97.0,874.1,1092.2
12,0.177,0.0,0.46,High,26.66,1016,56,4.29,2,7,905.0,805.0,100.0,892.8,1193.9
13,0.0,0.0,0.3,Very High,27.18,1016,56,4.93,2,7,935.0,826.0,109.0,885.1,1235.8
14,0.0,0.0,0.291,Very High,26.61,1016,56,5.06,4,7,898.0,769.0,129.0,838.3,1214.8
15,0.0,0.0,0.358,Very High,25.5,1016,60,5.28,2,7,799.0,627.0,172.0,733.2,1132.4
16,0.0,0.0,0.29,Medium,25.5,1016,56,5.47,2,7,693.0,571.0,122.0,760.5,994.3
17,0.0,0.0,0.292,Medium,24.46,1016,60,5.3,1,7,559.0,458.0,101.0,748.9,809.8
18,0.112,0.0,0.269,Low,23.42,1016,64,4.83,1,7,369.0,278.0,91.0,622.4,591.5
19,0.297,0.0,0.133,None,22.31,1017,71,4.56,30,3,175.0,106.0,69.0,396.3,354.2
20,0.657,0.0,0.031,None,21.18,1017,75,3.81,48,5,38.0,16.0,22.0,128.8,114.2
21,0.441,0.0,0.0,None,20.15,1018,81,3.37,38,5,0.0,0.0,0.0,0.0,0.0
22,0.0,0.44,0.0,None,19.58,1017,81,3.41,31,5,0.0,0.0,0.0,0.0,0.0
23,0.0,0.442,0.0,None,19.58,1018,83,2.92,53,4,0.0,0.0,0.0,0.0,0.0
0,0.0,0.408,0.0,None,19.02,1017,83,2.52,44,5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.347,0.0,None,19.04,1017,84,2.9,38,5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.169,0.0,None,18.52,1017,90,2.88,62,5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.192,0.0,None,18.47,1017,90,2.66,35,5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.172,0.0,None,18.5,1018,90,2.73,45,5,0.0,0.0,0.0,0.0,0.0
5,0.0,0.181,0.0,None,18.46,1018,90,2.65,58,4,0.0,0.0,0.0,0.0,0.0
6,0.0,0.171,0.001,None,18.46,1019,90,2.55,73,4,12.0,1.0,11.0,10.7,65.3
7,0.0,0.138,0.077,None,18.5,1019,89,2.94,39,5,89.0,29.0,60.0,141.3,271.7
8,0.08,0.0,0.185,Low,19.09,1020,90,3.19,78,5,199.0,77.0,122.0,199.3,511.7
9,0.018,0.0,0.177,Medium,20.69,1020,80,3.25,84,5,398.0,255.0,143.0,457.5,738.2
10,0.0,0.0,0.195,High,21.32,1021,79,2.89,95,5,465.0,227.0,238.0,321.3,935.6
11,0.0,0.0,0.196,High,22.87,1020,69,3.44,90,5,480.0,180.0,300.0,218.6,1090.6
12,0.0,0.0,0.209,High,22.8,1021,68,3.9,80,4,730.0,504.0,226.0,559.7,1192.5
13,0.0,0.0,0.136,High,23.94,1021,65,3.65,82,4,650.0,345.0,305.0,370.1,1234.4
14,0.0,0.0,0.263,Very High,24.77,1021,61,3.42,68,4,609.0,304.0,305.0,331.8,1213.5
15,0.0,0.0,0.347,High,24.02,1021,65,3.44,98,6,657.0,406.0,251.0,475.4,1131.1
16,0.0,0.0,0.376,High,23.43,1020,65,3.13,72,4,536.0,322.0,214.0,429.5,992.8
17,0.0,0.0,0.368,Medium,23.78,1020,63,3.13,45,3,472.0,316.0,156.0,517.9,808.1
18,0.135,0.0,0.247,Low,23.86,1020,62,3.91,49,3,334.0,211.0,123.0,474.0,589.6
19,1.554,0.0,0.067,None,22.52,1020,67,4.01,38,3,147.0,73.0,74.0,274.7,352.0
20,0.43,0.0,0.013,None,20.86,1021,74,3.1,14,2,40.0,18.0,22.0,146.0,111.6
21,0.602,0.0,0.0,None,18.42,1021,85,2.39,3,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.506,0.0,None,18.07,1022,87,2.32,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.425,0.0,None,17.37,1021,88,2.54,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.411,0.0,None,17.82,1021,85,2.32,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.354,0.0,None,17.36,1021,87,2.61,1,7,0.0,0.0,0.0,0.0,0.0
2,0.0,0.329,0.0,None,16.76,1021,88,2.8,1,7,0.0,0.0,0.0,0.0,0.0
3,0.0,0.269,0.0,None,16.71,1020,89,2.87,1,7,0.0,0.0,0.0,0.0,0.0
4,0.0,0.23,0.0,None,16.65,1020,88,2.69,21,2,0.0,0.0,0.0,0.0,0.0
5,0.0,0.2,0.0,None,16.13,1020,89,2.38,12,2,0.0,0.0,0.0,0.0,0.0
6,0.0,0.187,0.006,None,15.6,1020,90,2.4,4,7,18.0,8.0,10.0,86.7,63.8
7,0.0,0.122,0.155,None,18.13,1020,85,2.54,0,7,146.0,97.0,49.0,477.8,268.9
8,0.0,0.0,0.273,Medium,19.82,1020,80,2.06,0,7,331.0,259.0,72.0,673.7,509.2
9,0.0,0.0,0.179,High,22.85,1020,68,1.57,0,7,520.0,435.0,85.0,782.9,736.0
10,0.0,0.0,0.193,Very High,25.13,1020,60,0.86,0,7,689.0,595.0,94.0,844.0,933.7
11,0.0,0.0,0.194,Very High,26.62,1020,55,0.26,0,7,824.0,723.0,101.0,879.4,1088.9
12,0.0,0.0,0.238,Very High,23.27,1020,52,0.95,0,7,912.0,809.0,103.0,899.7,1191.0
13,0.0,0.0,0.289,Very High,24.22,1019,51,1.53,0,7,947.0,842.0,105.0,904.4,1233.1
14,0.0,0.0,0.296,Very High,25.97,1018,50,2.01,0,7,928.0,824.0,104.0,900.4,1212.2
15,0.0,0.0,0.299,Very High,32.39,1018,31,2.41,0,7,856.0,756.0,100.0,886.4,1129.7
16,0.0,0.0,0.285,High,32.79,1017,36,2.76,0,7,734.0,639.0,95.0,853.8,991.3
17,0.0,0.0,0.258,High,31.82,1017,46,3.09,0,7,574.0,487.0,87.0,799.9,806.4
18,0.066,0.0,0.259,Medium,30.74,1017,50,3.03,0,7,391.0,316.0,75.0,712.4,587.5
19,1.216,0.0,0.051,None,29.2,1017,56,2.43,0,7,204.0,146.0,58.0,553.1,349.7
20,0.933,0.0,0.008,None,25.61,1017,72,2.08,0,7,48.0,26.0,22.0,212.5,108.9
21,0.501,0.0,0.0,None,18.27,1017,75,1.75,0,7,0.0,0.0,0.0,0.0,0.0
22,0.0,0.421,0.0,None,20.04,1018,74,1.06,0,7,0.0,0.0,0.0,0.0,0.0
23,0.0,0.341,0.0,None,18.8,1018,76,0.3,0,7,0.0,0.0,0.0,0.0,0.0
0,0.0,0.416,0.0,None,19.13,1017,77,0.33,0,7,0.0,0.0,0.0,0.0,0.0
1,0.0,0.511,0.0,None,18.25,1017,82,0.68,0,7,0.0,0.0,0.0,0.0,0.0
